PostID,CommentTime,CommenterID,CommentContent
4738,2018-04-16T08:06:27Z,365,Gefeliciteerd
4731,2018-04-16T15:48:58Z,394,@nicolien ga iemand van je eigen lengte pesten joh :')
4732,2018-04-15T16:34:18Z,468,Lol
4724,2018-04-16T00:16:23Z,359,van heijningen... we spreken morgen op kantoor
4723,2018-04-16T09:24:51Z,449,emoji cat face with tears of joy emoji cat face with tears of joy
4714,2018-04-14T09:57:54Z,179,Wat een aparte post
4705,2018-04-14T10:22:49Z,231,Ik gepest door emma @lilykramer
4704,2018-04-15T18:43:04Z,297,Wie doet er meeeee?
4703,2018-04-14T09:13:39Z,365,emoji red heart
4701,2018-04-14T17:29:29Z,394,Hahaha arme jij
4688,2018-04-13T08:08:07Z,468,Lieff!
4683,2018-04-12T18:15:13Z,366,Echt heel mooi!
4679,2018-04-12T18:04:50Z,197,"Ik @friesbeforeguys, taggen gaat zo makkelijk hierop"
4684,2018-04-16T09:38:19Z,339,Lynn is zo liefdevol
4815,2018-04-18T22:50:02Z,418,@BobvanNoort
4811,2018-04-18T21:46:42Z,398,@Joseph Peet
4801,2018-04-19T10:30:14Z,394,same
4802,2018-04-19T09:25:42Z,107,"@Sequoyah, @Koen@bartos,@Calvin, @Flomeister"
4788,2018-04-18T08:24:35Z,365,emoji clapping hands
4786,2018-04-18T12:30:50Z,297,Oeh vanavond even kijken. Nu 20 min pauze in het zonnetje voor ik weer mag verpieteren in het lab
4778,2018-04-18T11:09:34Z,440,Ingevuld!
4779,2018-04-18T02:02:55Z,229,Hahaha me
4756,2018-04-18T12:48:14Z,107,Lel
4754,2018-04-17T09:33:10Z,106,Eindhoven Voetbalhoofdstad!
4896,2018-04-22T22:56:27Z,365,emoji clapping hands
4893,2018-04-22T21:22:19Z,394,Deze blijft goed
4889,2018-04-22T19:26:13Z,179,Enschede :)
4870,2018-04-21T12:18:10Z,203,emoji grinning face with sweat emoji grinning face with sweat emoji grinning face with sweat
4856,2018-04-23T09:02:54Z,373,emoji red heart emoji red heart
4853,2018-04-20T22:11:18Z,178,Moooi copyright
4838,2018-04-21T11:39:34Z,266,This
4919,2018-04-24T09:10:57Z,367,emoji face with tears of joy emoji face with tears of joy
4936,2018-04-24T21:58:02Z,228,Fashionista
3555,2018-03-16T10:08:01Z,186,@Xana haha
3554,2018-03-16T18:12:19Z,451,@yannick hiphop op wooase?
3549,2018-03-16T08:41:14Z,231,@Iris woohooo
3534,2018-03-15T11:51:01Z,306,emoji face with tears of joy emoji face with tears of joy @Nahid Harboul
3535,2018-03-15T14:48:59Z,374,emoji smiling face with heart-eyes
3536,2018-03-15T16:17:30Z,373,Hahaha
3537,2018-03-15T19:33:51Z,208,emoji party popper
3528,2018-03-15T12:59:04Z,313,Gefeliciteerd!
3516,2018-03-15T13:25:56Z,225,emoji grinning face with big eyes
3523,2018-03-15T14:30:10Z,266,Ik ook! @Arden
3092,2018-03-15T10:07:42Z,246,Zin in! emoji grinning face
3405,2018-03-14T13:23:08Z,354,En lief
3382,2018-03-14T23:04:51Z,354,Thijs is jarig! emoji smiling face with smiling eyes
3220,2018-03-14T13:55:37Z,366,emoji open hands
2809,2018-03-14T15:42:36Z,445,@LaraBrockhoff
3685,2018-03-19T18:55:06Z,107,@koen
3655,2018-03-18T23:19:34Z,394,@rickuilenbroek
3626,2018-03-18T20:40:11Z,373,Wauw emoji OK hand
3586,2018-03-17T09:41:30Z,231,Muchae felicidades!!
3779,2018-03-22T17:01:59Z,395,emoji smiling face with heart-eyes
3776,2018-03-22T15:06:13Z,366,emoji face with tears of joy
3773,2018-03-22T10:31:30Z,120,emoji woman dancing 1/4 emoji party popper emoji smiling face with heart-eyes
3771,2018-03-21T23:22:46Z,374,emoji face with tears of joy emoji face with tears of joy
3770,2018-03-23T18:49:08Z,325,emoji face screaming in fear emoji face screaming in fear emoji smiling face with sunglasses emoji smiling face with sunglasses emoji smiling face with sunglasses emoji smiling face with sunglasses emoji smiling face with sunglasses emoji smiling face with sunglasses 1/21/21/21/2
3747,2018-03-21T14:10:57Z,378,Mooi!
3744,2018-03-21T08:49:35Z,468,emoji woman dancing 1/2 emoji woman dancing 1/2
3745,2018-03-21T15:52:12Z,308,Jaaaa ik ga mee emoji smirking face emoji smirking face
3733,2018-03-21T00:06:14Z,432,@danielkooiman
3722,2018-03-20T19:50:30Z,366,emoji face with tears of joy
3695,2018-03-20T10:03:46Z,207,@louanne
3865,2018-03-25T15:21:14Z,330,Zozo pes veel likes
3860,2018-03-25T23:49:06Z,395,Loool emoji face with tears of joy
3843,2018-03-24T08:44:20Z,365,emoji dizzy face
3840,2018-03-26T01:06:59Z,106,Bij zijn is meemaken! @kooner
3827,2018-03-24T03:10:05Z,229,Me af
3808,2018-03-23T10:33:32Z,178,NA
3807,2018-03-23T12:44:10Z,199,Cuuuuuute
3937,2018-03-28T09:49:41Z,232,Jaaa @fleur @lily @ruth @iris emoji smiling face with heart-eyes
3932,2018-03-27T15:16:33Z,256,Hahaha
3933,2018-03-26T19:14:46Z,179,@Liselotte Tieman
3929,2018-03-26T19:45:13Z,365,Zo leukk emoji smiling face with heart-eyes
3926,2018-03-27T09:23:59Z,200,emoji face with tears of joy emoji face with tears of joy emoji face with tears of joy emoji face with tears of joy emoji clapping hands
3910,2018-03-26T10:31:12Z,468,Yeeey emoji woman dancing 1/2
3988,2018-03-28T11:58:52Z,468,emoji face with tears of joy
3972,2018-03-28T10:25:31Z,139,@annehuvenaars hahaha wij
3964,2018-03-31T09:58:21Z,181,Hahah @aubs
4112,2018-04-01T11:42:41Z,139,emoji face with tears of joy emoji face with tears of joy
4111,2018-04-01T09:44:18Z,427,emoji smiling cat face with heart-eyes emoji smiling cat face with heart-eyes emoji smiling cat face with heart-eyes
4069,2018-03-31T13:25:09Z,180,daaaaamn
4029,2018-03-30T13:42:18Z,398,):
3997,2018-03-29T09:44:53Z,107,@sequoyah
3996,2018-03-31T09:57:14Z,181,emoji grinning face
4185,2018-04-02T22:49:43Z,181,emoji smiling face with heart-eyes
4182,2018-04-03T00:14:15Z,378,Omg
4169,2018-04-03T10:38:37Z,142,emoji smiling face with heart-eyes
4147,2018-04-01T19:23:09Z,468,HAha
4143,2018-03-31T19:28:44Z,196,Nee
4217,2018-04-04T11:01:27Z,468,emoji face with tears of joy
4534,2018-04-08T00:48:57Z,366,emoji face with tears of joy
4276,2018-04-08T00:49:47Z,366,emoji face with tears of joy emoji face with tears of joy
4270,2018-04-06T07:30:27Z,365,emoji grinning face with sweat
4269,2018-04-06T11:39:23Z,107,Rt
4574,2018-04-08T18:13:23Z,219,HAHA die comment boven mij emoji crying face emoji crying face emoji crying face
4567,2018-04-08T13:32:16Z,106,"""Hoe voel je je nu"""
4556,2018-04-09T09:04:50Z,468,emoji face with tears of joy emoji face with tears of joy
4636,2018-04-11T10:29:00Z,341,emoji face with tears of joy
4632,2018-04-11T11:53:58Z,197,Lit
4593,2018-04-09T12:25:23Z,325,emoji smiling face with heart-eyes emoji smiling face with heart-eyes
4592,2018-04-10T10:15:13Z,195,Haha top
4732,2018-04-15T09:02:45Z,365,NA
4723,2018-04-14T15:33:40Z,378,Hahaha
4705,2018-04-15T16:35:07Z,468,Hahaha
4704,2018-04-14T17:28:57Z,394,"Jahoor Nicolien, komt goed!"
4688,2018-04-12T23:30:12Z,378,Cute!
4683,2018-04-12T20:26:12Z,227,"Wat mooi om te zien! Ik heb twee jaar geleden ook m'n haar gedoneerd, maar kon helaas niet zien naar wie de pruik uiteindelijk ging."
4679,2018-04-12T22:35:53Z,203,Haha @ingena true
4684,2018-04-12T17:24:50Z,225,Leeeuk! emoji grinning face with big eyes
4815,2018-04-19T09:22:13Z,107,"Hahaha, bartos"
4756,2018-04-17T09:28:46Z,306,Nahid Harboul haha
4896,2018-04-23T08:30:00Z,367,NA
4889,2018-04-22T22:34:18Z,339,emoji red heart emoji red heart emoji red heart emoji red heart emoji red heart
4870,2018-04-23T07:42:56Z,468,emoji face with tears of joy
4856,2018-04-22T16:53:24Z,366,emoji two hearts
4853,2018-04-21T09:59:34Z,181,emoji smiling face with heart-eyes
3555,2018-03-16T10:36:45Z,106,@Koen jij
3554,2018-03-16T21:53:38Z,220,Hahahah
3549,2018-03-16T09:31:25Z,197,Oke vooruit Myrth
3534,2018-03-15T12:09:29Z,328,@sarah eijerkamp
3535,2018-03-15T14:58:24Z,454,Liev
3536,2018-03-15T17:09:18Z,400,Omfg @Jady Dijksteel
3537,2018-03-15T21:27:38Z,202,emoji red heart emoji red heart emoji red heart
3528,2018-03-15T14:28:57Z,266,Gefeliciteerd!
3523,2018-03-15T14:34:49Z,267,Ik ook! @Fee
3092,2018-03-16T19:53:18Z,427,Fuuuun
3405,2018-03-14T13:35:32Z,356,Hahahahah
3220,2018-03-14T16:22:46Z,373,emoji folded hands 1/2 emoji folded hands 1/2
2809,2018-03-14T21:59:20Z,268,@VincentdeGroot
3685,2018-03-20T11:38:25Z,195,Bergman kliniek op de zuidas
3655,2018-03-18T23:49:46Z,380,emoji face with tears of joy emoji face with tears of joy
3626,2018-03-19T09:17:00Z,468,Mooi
3586,2018-03-17T10:56:27Z,312,Jajajaj!
3779,2018-03-23T08:58:06Z,339,Yeaaah
3776,2018-03-22T15:06:31Z,468,emoji face with tears of joy
3773,2018-03-22T13:48:54Z,131,3/4 emoji balloon emoji party popper emoji two hearts
3771,2018-03-22T16:43:34Z,171,emoji face with tears of joy
3747,2018-03-22T07:20:44Z,449,Oeh la la
3744,2018-03-21T09:04:00Z,365,emoji clapping hands
3733,2018-03-21T10:10:19Z,207,@Lara @Mike @louanne
3722,2018-03-21T01:04:32Z,395,emoji face with tears of joy emoji loudly crying face
3695,2018-03-20T11:42:55Z,106,Uni life @florian @Bob @Koen @Bart @C alvin
3865,2018-03-25T18:18:17Z,334,Hahaha ah pes zo was jij sws ook met Ben
3860,2018-03-26T09:05:31Z,418,@sequoyah
3843,2018-03-24T09:33:56Z,205,emoji face screaming in fear emoji face screaming in fear
3840,2018-03-26T09:06:42Z,418,Seq ga eens slapen
3827,2018-03-24T09:12:58Z,366,@gulsen haha zeker!
3808,2018-03-23T16:02:37Z,366,Wooh
3932,2018-03-27T17:26:30Z,196,@ingenaglas
3933,2018-03-26T22:25:03Z,237,emoji face with tears of joy
3929,2018-03-27T08:02:37Z,366,Wat schattig!!
3926,2018-03-27T12:46:52Z,328,@saraheijerkamp hahha wij
3988,2018-03-28T18:35:28Z,178,#tentamenleef
4112,2018-04-01T13:17:43Z,449,Ouch
4029,2018-03-31T20:36:49Z,111,"@bobvannoort@florianhesshof@bartkrol@calvin @seqoja ""> jullie"
3997,2018-03-29T10:45:06Z,130,@annebelle janssen
4185,2018-04-03T00:14:00Z,378,Gaaf!
4182,2018-04-03T11:17:04Z,207,@louanne emoji face with tears of joy
4147,2018-04-01T22:00:32Z,373,emoji face with tears of joy
4143,2018-04-02T16:48:42Z,195,Weinig kans
4217,2018-04-04T18:31:21Z,195,Hahaha
4270,2018-04-06T16:00:28Z,297,emoji face with tears of joy deze is approveddd
4574,2018-04-08T22:13:32Z,359,hahaha ik kan het echt uitleggen...
4556,2018-04-08T15:29:15Z,365,emoji grinning face with sweat
4636,2018-04-11T11:18:18Z,468,emoji loudly crying face
4593,2018-04-09T12:31:42Z,327,Lekker bezig Saar
4732,2018-04-15T09:50:41Z,205,NA
4723,2018-04-14T17:26:53Z,394,Hahaha top dit
4705,2018-04-14T11:59:16Z,233,@fleurslobbe nou zie je al gaan hoor
4688,2018-04-13T09:01:17Z,373,Wat liefff!
4683,2018-04-14T23:33:28Z,139,Mooi!
4679,2018-04-12T09:05:40Z,376,Accurate emoji victory hand 1/2
4756,2018-04-17T17:32:54Z,366,emoji face with tears of joy
4896,2018-04-23T09:11:07Z,366,emoji OK hand
4889,2018-04-22T18:45:21Z,306,Lekker hoor
4870,2018-04-23T09:03:11Z,376,emoji face with tears of joy
4856,2018-04-21T00:24:53Z,374,emoji red heart
3555,2018-03-16T11:32:07Z,308,@Esra me met die hoestbuien telkens
3554,2018-03-17T14:58:43Z,246,emoji face with tears of joy
3549,2018-03-16T21:20:47Z,314,emoji face screaming in fear emoji face screaming in fear
3534,2018-03-15T14:28:12Z,260,@Margot
3535,2018-03-15T19:31:01Z,208,@louannedejong @larabrockhoff too cute
3536,2018-03-15T19:39:13Z,179,@Liselottetieman hahaha
3537,2018-03-16T09:32:00Z,199,emoji balloon emoji balloon emoji balloon
3528,2018-03-15T14:29:58Z,267,Gefeliciteerd!
3523,2018-03-15T17:13:40Z,312,Heb al kaartje voor Loveland tho
3405,2018-03-14T19:25:37Z,359,hahahaahhaa
3220,2018-03-15T10:04:34Z,106,NA
2809,2018-03-15T19:02:20Z,396,@laurinevanwijk
3685,2018-03-20T12:08:22Z,387,hahaha 'ben niet blind'
3655,2018-03-19T08:30:43Z,365,emoji grinning face with sweat
3626,2018-03-19T13:32:37Z,374,Wauw
3779,2018-03-23T17:38:05Z,219,Omg heldin
3776,2018-03-22T20:50:53Z,367,emoji face with tears of joy emoji face with tears of joy
3773,2018-03-22T15:07:14Z,366,emoji party popper
3744,2018-03-23T08:51:24Z,373,emoji raising hands
3733,2018-03-21T10:24:15Z,107,@sequoyah
3722,2018-03-22T15:58:20Z,356,emoji thumbs up 1/2
3695,2018-03-20T12:07:23Z,387,@romykrijger
3860,2018-03-26T11:08:54Z,111,Jaman @sequoya met je slechte essays
3843,2018-03-24T23:06:51Z,200,Neeee emoji loudly crying face
3840,2018-03-26T11:09:26Z,111,Leef de leef he
3827,2018-03-24T17:50:39Z,468,Haha
3808,2018-03-23T16:15:02Z,395,emoji loudly crying face
3933,2018-03-26T23:33:09Z,468,emoji face with tears of joy
3929,2018-03-28T00:11:09Z,227,oh dit boek werd me vroeger zo vaak voorgelezen! heel leuk om zo terug te zien!
3988,2018-03-29T08:34:14Z,260,Me rn
4112,2018-04-03T09:10:03Z,228,HAhahahahaha
3997,2018-03-29T11:09:35Z,139,Hahaha wat is hier met annebelle?
4185,2018-04-03T00:15:03Z,395,Cutee
4147,2018-04-01T22:36:41Z,366,emoji face with tears of joy
4217,2018-04-05T09:21:49Z,229,Hahaha
4636,2018-04-10T21:36:43Z,367,emoji face with tears of joy
4732,2018-04-15T09:21:53Z,367,emoji grinning face with sweat emoji grinning face with sweat
4723,2018-04-15T09:03:00Z,365,Hahah
4705,2018-04-15T11:37:07Z,266,emoji face with tears of joy
4688,2018-04-13T18:47:47Z,366,Ah zo lief
4756,2018-04-16T20:07:01Z,106,Koner bobba callie bartje
4889,2018-04-22T23:59:28Z,389,Hahahahaa
4870,2018-04-21T14:14:27Z,339,Or run emoji red heart emoji red heart emoji red heart
4856,2018-04-21T10:49:40Z,367,emoji smiling cat face with heart-eyes emoji sparkles
3555,2018-03-16T15:41:48Z,365,emoji face with tears of joy
3534,2018-03-15T15:17:11Z,366,emoji face with tears of joy emoji face with tears of joy
3535,2018-03-15T20:40:08Z,432,emoji smiling face with heart-eyes
3536,2018-03-15T23:17:47Z,196,@ingenaglas
3528,2018-03-15T14:34:48Z,314,Gefeliciteerd! emoji trophy emoji clapping hands
3405,2018-03-14T22:20:54Z,179,Hahaha
3220,2018-03-15T14:29:55Z,312,@roderick evers
2809,2018-03-17T09:17:02Z,468,emoji face with tears of joy
3685,2018-03-20T14:36:11Z,266,Lol! Thanks voor de tips
3655,2018-03-19T09:04:02Z,139,@paulalucardie jij hebt geen oortje nodig emoji face with tears of joy
3626,2018-03-19T13:34:12Z,366,Mooi!
3776,2018-03-23T08:49:46Z,373,emoji face with tears of joy emoji face with tears of joy
3773,2018-03-23T16:16:05Z,395,emoji party popper emoji smiling face with heart-eyes
3733,2018-03-21T12:26:26Z,374,@tamara
3695,2018-03-20T14:04:06Z,336,@roosvdham
3827,2018-03-25T10:07:40Z,178,Hahahah so relatable
3808,2018-03-23T18:47:51Z,325,emoji face screaming in fear
3933,2018-03-26T23:38:44Z,373,emoji face with tears of joy emoji face with tears of joy
3988,2018-03-29T20:35:23Z,292,Haha juliet
3997,2018-03-29T22:17:22Z,418,@sequoyah
4217,2018-04-05T10:10:16Z,228,Hahahah
4732,2018-04-16T09:02:52Z,373,emoji face with tears of joy emoji face with tears of joy
4723,2018-04-16T13:20:12Z,334,Hahaha
4705,2018-04-14T09:58:41Z,179,Hahahaha
4756,2018-04-16T15:48:52Z,312,emoji backhand index pointing up
4870,2018-04-22T16:52:56Z,366,emoji grinning squinting face
3555,2018-03-16T20:09:22Z,111,@sekkerbaas hoezo doe je lullig
3534,2018-03-15T16:16:45Z,373,emoji face with tears of joy emoji face with tears of joy
3535,2018-03-16T09:12:58Z,181,@maaikedekoning
3536,2018-03-16T10:55:06Z,403,Errrr week @myrthespoel
3528,2018-03-15T14:40:16Z,365,Gefeliciteerd
3220,2018-03-17T09:16:41Z,468,emoji woman dancing 1/2 emoji woman dancing 1/2
3685,2018-03-21T09:37:12Z,267,Lekker actief op de app Fee! emoji thumbs up
3655,2018-03-19T09:16:33Z,468,emoji face with tears of joy
3776,2018-03-23T08:58:41Z,339,"@veere @jill @noortje, me"
3733,2018-03-21T18:05:25Z,106,@Bob hahaha idd again uni life
3695,2018-03-20T23:24:10Z,111,"@sekoja parera, al die avond sessies"
3808,2018-03-23T23:59:34Z,374,emoji face screaming in fear emoji face screaming in fear
3933,2018-03-27T08:01:13Z,366,emoji face with tears of joy
3988,2018-03-30T00:44:48Z,229,emoji face with tears of joy emoji loudly crying face emoji face with tears of joy emoji loudly crying face
3997,2018-03-30T00:44:31Z,107,Like @bart
4217,2018-04-05T11:39:26Z,268,Lol
4732,2018-04-16T09:40:02Z,469,emoji face with tears of joy emoji face with tears of joy
4723,2018-04-14T22:12:00Z,333,emoji grinning face with sweat
4705,2018-04-15T09:24:24Z,367,emoji face with tears of joy emoji face with tears of joy
4756,2018-04-17T10:40:06Z,200,@simone
4870,2018-04-22T10:38:02Z,332,emoji loudly crying face
3555,2018-03-16T20:12:10Z,418,@koen jij
3534,2018-03-15T16:48:05Z,387,@romy krijger
3535,2018-03-16T09:57:18Z,178,Goaaals
3536,2018-03-16T11:29:25Z,237,@daniqueengelberts
3528,2018-03-15T15:18:17Z,366,Gefeliciteerd
3685,2018-03-21T18:07:18Z,106,hahaha @Koen
3655,2018-03-19T10:22:18Z,328,@sarah eijerkamp @marte hahaha
3776,2018-03-23T09:02:43Z,341,Hahahah @isha emoji face with tears of joy
3695,2018-03-21T18:06:22Z,106,"Zeer zeker wel trots ja, met >10 bier in m 'n mik"
3933,2018-03-27T08:03:09Z,210,emoji face with tears of joy emoji face with tears of joy
3988,2018-03-30T09:13:43Z,228,True true
3997,2018-03-30T09:32:40Z,106,Haters @bart @bob
4732,2018-04-15T15:41:12Z,442,emoji face with tears of joy emoji face with tears of joy
4723,2018-04-15T19:45:14Z,376,emoji loudly crying face lol
4756,2018-04-17T10:52:00Z,177,@wesley
4870,2018-04-23T09:02:13Z,373,emoji face with tears of joy emoji face with tears of joy
3555,2018-03-16T20:50:36Z,171,emoji face with tears of joy
3534,2018-03-15T17:08:44Z,400,@Jady Dijksteel
3535,2018-03-16T10:43:39Z,328,Ahhh
3528,2018-03-15T15:31:36Z,352,Gefeli!
3655,2018-03-19T11:07:35Z,106,@beijker spel mijn naam is normaal juh!
3776,2018-03-23T10:34:47Z,178,Hahahahah this is so me
3933,2018-03-27T09:15:53Z,325,emoji face with tears of joy
3988,2018-03-30T12:49:50Z,373,emoji face with tears of joy emoji face with tears of joy
3997,2018-04-02T20:27:25Z,121,Hahahaha jongens emoji face with tears of joy emoji face with tears of joy het valt ook wel mee
4723,2018-04-14T14:49:06Z,398,emoji face with tears of joy
4756,2018-04-17T18:37:39Z,403,emoji face with tears of joy
4870,2018-04-21T19:35:29Z,365,emoji grinning face with sweat
3555,2018-03-16T22:12:26Z,306,Hahaha inderdaad ja @judith
3534,2018-03-15T18:27:26Z,332,Deze bedoelde ik emoji face with tears of joy @bentebruinsel
3535,2018-03-16T10:59:24Z,210,@louanne @mike echt te lief
3528,2018-03-15T15:32:00Z,351,Gefeli emoji automobile
3655,2018-03-19T12:23:28Z,367,emoji face with tears of joy emoji face with tears of joy
3933,2018-03-28T09:03:05Z,207,@louanne @Mike
4723,2018-04-15T21:23:49Z,179,Lol
